name,category_code,number_of_employees,total_money_raised,country_code,city,address,zip_code,latitude,longitude
dsignz media,web,25.0,$0,IND,"Kodambakkam, Chennai","293, 2nd floor",600024,13.0445424,80.2156162
magento xperts,ecommerce,20.0,$0,IND,kolkata,salt lake,700064,,
RadSync,software,20.0,$0,CAN,,,,,
Zebra Web Design,software,10.0,$0,GBR,Tyne & Wear,Zebra Web Design 65 Westgate Road,NE1 1SG,,
AW CompuTech,software,,$0,GBR,Coventry,PO Box 5118,CV1 9FN,,
TechSipders,software,,$0,,,,,,
Durango Web Pro,other,1.0,$0,USA,Durango,10 Town Plaze Ste 402,81301,37.2735887,-107.8761223
Netboot,advertising,25.0,$0,ROM,Bucharest,,,44.4479237,26.097879
Mindfly Web Studio,advertising,11.0,$0,USA,Bellingham,114 W Magnolia St,98225,48.7505449,-122.4803774
Brady Mills Graphics,advertising,,$0,USA,Nashville,516 Madison Street,37208,36.1749152,-86.7889469
Hirshorn Zuckerman Design Group,advertising,100.0,$0,USA,New York,,,40.756054,-73.986951
Foldees,web,3.0,$40k,MYS,Petaling Jaya,"11, Jalan SS22A/6",47400,,
Point Motive,software,2.0,$0,,,,,,
eCommerce Positioning,consulting,15.0,$0,USA,everett,1515 75th st sw suite 800,98208,47.931263,-122.255136
Think BIG Sites,advertising,,$0,USA,Melville,200 Broad Hollow Rd.,11747,40.732076,-73.424968
Masterpiece,advertising,32.0,$0,GBR,London,109-123 Clifton Street,EC2A 4LD,51.5219131,-0.0833747
BUGBYTE,software,3.0,$0,NLD,Breda,Oude Vest 4,4811HT,51.5864572,4.7787001
Blackwave Creative,advertising,5.0,$0,USA,Hoboken,1101 Grand St.,07030,40.8491136,-74.4197213
Internet Media Marketing,advertising,5.0,$0,,,,,,
Web Sarga Solutions,ecommerce,,$0,,,,,,
Devoted Domains,consulting,1.0,$0,,,,,,
Papp-Art,other,,$0,DEU,DÃ¼sseldorf,,40549,51.233068,6.7190874
Idea Couture,consulting,200.0,$0,USA,San Francisco,649 Front St.,94111,,
Peacockish,software,3.0,$0,GBR,Newcastle upon Tyne,Suite 36,NE1 5DW,,
StudioEmotion,web,12.0,$0,AUS,North Sydney,Woodstock Cottage,2060,,
Scopial Fashions,web,4.0,$0,IND,Thane West,319,400607,19.2025218,72.9637728
deBruyn Design + Marketing,advertising,4.0,$0,CAN,,,V4A6T4,49.034602,-122.832125
Axle IT,network_hosting,15.0,$0,AUS,Queensland,"Milton,",4064,-27.471324,153.004781
Offside Creative,software,,$0,,,,,,
3 Unlem Tasarim,web,3.0,$0,,,,,,
RedMaiden,advertising,1.0,$0,USA,,,,,
Say Design,games_video,10.0,$0,USA,Aliso Viejo,130 Vantis,92656,33.579204,-117.7293383
Boring,other,,$0,GBR,London,11-29 Fashion Street,E1 6PX,51.5183725,-0.0740678
New Media Studio Planman Technologies,other,15.0,$0,IND,New Delhi,okhla ph-1,110020,,
Verve Creative,web,5.0,$0,USA,West Newton,429 Cherry Street,02465,42.34975,-71.228865
25 Pixels Media,other,5.0,$0,CRI,san jose,"Country day school, 100 mts north",,,
Site Mafia Interactive,other,5.0,$0,CAN,Toronto,1172 Bay St.,M5S 2B4,43.6694834,-79.389325
CMS Critic,web,4.0,$0,CAN,Edmonton,,,53.540941,-113.493698
D2V,software,,$0,,,,,,
ProtoShare,software,15.0,$250k,USA,Portland,610 SW Alder Street,97205,45.519475,-122.675255
Pleth,web,5.0,$0,USA,Batesville,2010 Reynolds,72501,35.7676229,-91.6304572
Maga Design Group,public_relations,15.0,$0,USA,"Washington, DC",2439 18th St. NW,20009,38.921547,-77.041976
LogoBopper LLC,other,,$0,,,,,,
Ashe Media Holdings,web,5.0,$0,USA,,,35476,33.884218,-84.338429
eNonProfits,consulting,3.0,$0,,,,,,
TIS India,ecommerce,100.0,$0,USA,Las Vegas,Ramrod Street,89108,36.215329,-115.23662
Epsilon Concepts,consulting,20.0,$0,USA,Los Angeles,1010 Wilshire Blvd.; Suite 1101,90017,34.051508,-118.262233
OE Design,web,10.0,$0,AUS,Burleigh Heads,17/79 West Burleigh Rd,4220,-28.085945,153.390945
Exfront Technologies,consulting,6.0,$0,USA,Dallas,3850 W Northwest Hwy # 4309,75220-5233,32.864024,-96.662332
Earthenhive Architects,other,12.0,$0,IND,Bangalore,"No.37 SriBhooma, 17th cross,",560055,13.014823,77.6503104
MetaLab,public_relations,,$0,CAN,"Victoria, British Columbia",1005 Langley St.,V8W 1V7,48.4096766,-123.3476874
Matt Salik Freelance Design,web,1.0,$0,CAN,Victoria BC,,,48.4275,-123.367259
Information Architects,public_relations,7.0,$0,,,,,,
Think Orange,software,4.0,$0,PRT,Lisboa,Rua Rodrigues Faria n 103,1300,38.703497,-9.178734
Centralino,enterprise,1.0,$0,,,,,,
Wezz Interactive,public_relations,8.0,$0,NLD,Amsterdam,Panamalaan 3P,1019 AS,52.3692971,4.9339596
MasterALB Creative,public_relations,4.0,$0,,,,,,
RegalBuilt,network_hosting,1.0,$0,USA,San Jose,,95123,37.2471229,-121.8277925
minimalsites,ecommerce,,$0,,,,,,
Phase 3 Solution,consulting,15.0,$0,BGD,Dhaka,"Road - 1, House-1, Block- b",1216,,
Digitaria,advertising,90.0,$0,USA,San Diego,350 10th Ave,10014,,
MJD Interactive,,,$0,USA,San Diego,4502 Casst Street #208,92109,,
Mindgruve,web,40.0,$0,USA,San Diego,1018 8th Avenue,92101,32.7160497,-117.1574252
SX Entertainment,games_video,3.0,$0,,,,,,
Embitel,ecommerce,65.0,$0,DEU,Stuttgart,RommelstraÃŸe 11,70376,48.8203534,9.2031939
Handbags4Hunger,ecommerce,1.0,$0,USA,Oshkosh,,,44.022448,-88.546142
eTutorWorld Corporation,ecommerce,50.0,$0,,,,,,
sinhasoft,software,20.0,$0,,,,,,
Buildor,web,2.0,$0,,,,,,
Yanko Design,public_relations,13.0,$0,,,,,,
Cat on the Couch Productions,consulting,6.0,$0,USA,Essex Junction,12 Sugartree Lane,05452,44.494617,-73.098396
Imagination Plus,ecommerce,12.0,$0,CAN,Hamilton,44 Hughson South,L8N 2A7,43.2546154,-79.8685313
Hope Tech Global,security,,$0,CHN,Beijing,"Wangjing Xiyuan Building 401, Room 1212",100102,,
Outso,web,,$0,GBR,Nottingham,Sutton Place,NG1 1LX,,
Serpslogic,other,22.0,$0,IND,New Delhi,,110067,,
Lakeshore Branding,web,6.0,$0,USA,Green Cove Springs,411 Walnut Street,42043,41.880356,-87.630144
Your Design Online,web,10.0,$0,USA,ATLANTA,"4780 ASHFORD DUNWOODY RD, A-494",30338,33.9349004,-84.3378955
BlogHelpr,consulting,5.0,$0,,,,,,
Tilted Pixel,software,4.0,$0,CAN,Waterloo,279 Weber St N Unit 30,N2J 3H8,43.4796149,-80.5212876
WebFeathers,web,2.0,$0,USA,Palo Cedro,21788 Mel Mar Dr.,96073,40.5433263,-122.2406391
Nosco,network_hosting,3.0,$0,HRV,Zagreb,Markusevecka cesta 115,10000,45.8708777,16.003871
Nobis Interactive,other,,$0,,,,,,
Pixelperfx,advertising,3.0,$0,,,,,,
Webteilchen,web,2.0,$0,DEU,Berlin,Greifswalder Str. 4,10779,52.5296736,13.6281888
BrandBucket,web,,$0,USA,Los Angeles,8391 Beverly Blvd 449,90048,,
Limewheel Creative,consulting,3.0,$0,CAN,Vancouver,912-525 Seymour Street,V6B 3H7,,
Hayen Company,games_video,1.0,$0,USA,Columbia,1825 Saint Julian Pl.,29204,34.019114,-81.004871
Bamboudesign,mobile,2.0,$0,USA,San Francisco,123 10th Street,94103,37.775087,-122.415199
CSSAGlobal,software,135.0,$0,IND,Pune,"4th Floor Shrimant Peshwai,",411030,,
3D Ace Studio,games_video,,$0,,,,,,
Centralis,consulting,6.0,$0,USA,Evanston,2822 Central Street,60201,42.0644028,-87.7135479
Red Engineering Design,consulting,100.0,$0,GBR,London,Woolverstone House,W1T 3NJ,51.5234209,-0.1398614
Apex Software,software,15.0,$0,USA,Lawrenceville,2210 Lebanon Road,30043,33.991787,-84.068835
Banyan Branch,news,41.0,$1.7M,USA,Seattle,"2030 1st Ave, 3rd Floor",98121,,
Irish Web Developers,ecommerce,5.0,$0,IRL,Cavan,5 Keadue,none,,
PERCUSSA,hardware,10.0,$0,BEL,Mere,,9420,50.9228106,3.9712962
Keylex Internet Solutions,ecommerce,,$0,USA,Teaneck,145 Ayers Ct,07666,40.902116,-74.004226
Ahlera,public_relations,4.0,$0,URY,Montevideo,Juan Paullier 1280,11200,-34.8910198,-56.1702161
Brice Cheddarn Development,consulting,1.0,$0,,,,,,
Episode XI Studios,photo_video,4.0,$0,USA,Charlotte,"3415 Westinghouse Blvd., Ste. 11",28273,,
Zooppa,advertising,25.0,$0,USA,Seattle,911 Western Avenue,98104,,
Huge,consulting,600.0,$0,USA,Brooklyn,45 Main Street,11201,40.7028474,-73.9906813
Oriental-Creations,ecommerce,6.0,$90k,UZB,Tashkent,"Babur str., 10/29",100100,,
Intellwiz,software,4.0,$0,IND,Idukki,Government Engineering College Idukki,689647,,
Netbiscuits,mobile,145.0,$27M,DEU,Kaiserslautern,Europaallee 10,67657,49.4559965,7.8068522
inQbation,web,15.0,$0,USA,Herndon,2214 Rock Hill Road,20170,38.9552797,-77.3381855
Electronic Ink,consulting,70.0,$0,USA,Philadelphia,One South Broad Street,19107,39.951101,-75.163762
ExteNet Systems,network_hosting,39.0,$156M,USA,Lisle,3030 Warrenville Road,60532,41.8089007,-88.1132884
NetroStar,ecommerce,10.0,$0,USA,Miami,260 NE 17th Terrace,33132,25.7922516,-80.1892904
Baytech Webs,advertising,50.0,$0,,,,,,
Jingle Infotech Limited,software,35.0,$0,,,,,,
dmax creative,network_hosting,10.0,$0,,,,,,
Graticle,design,1.0,$0,USA,Ellensburg,100 E. Third Ave. #373,98926,45.7968414,-122.6931439
Eton Digital,web,55.0,$0,GBR,,,,,
Servicios Netosfera,software,7.0,$0,VEN,Caracas,"Calle La Iglesia, C.C. Minicentro Prado, Local 06",1080,,
Techvensys,network_hosting,24.0,$0,,,,,,
bwired,software,30.0,$0,AUS,Melbourne,348 High St,3181,-37.857674,145.037319
Sagacious Softwares,ecommerce,15.0,$0,IND,Gurgaon,"2nd Floor, NM 4&5, OLD DLF",122001,35.201649,-106.607947
Callender Creates,public_relations,2.0,$0,GBR,Hove,The Werks,BN3 3BE,,
Monderer Design,public_relations,4.0,$0,USA,Cambridge,2067 Massachusetts Ave,02140,42.3912548,-71.1228802
CitySwift,web,2.0,$0,GBR,Sittingbourne,Wises Oast Business Centre,ME9 8LR,,
TR Design,public_relations,9.0,$0,,,,,,
Emmaus Designs,other,6.0,$0,USA,Lake Wales,23781 US Hwy 27,33859,27.927025,-81.607259
n3w media,consulting,,$0,GBR,Milton Keynes,Norfolk House East,MK9 2AH,,
Magnifi Online,advertising,,$0,USA,Littleton,9837 Burberry Way,80129,32.7845701,-117.1283599
BackTwounds,other,,$0,,,,,,
Easel,web,,$0,USA,,,,,
Miami Web Design,consulting,5.0,$0,,,,,,
NecesCity,web,4.0,$0,HKG,Hong Kong,"3/F, 6 Tank Lane",,22.334148,114.150564
Fuelhaus Strategic Design,web,10.0,$0,,,,,,
Fan,consulting,10.0,$0,ARG,Mar del Plata,9 de Julio 3485,,-37.9924155,-57.5538238
Softechstratgegies,ecommerce,,$0,,,,,,
UiDIGITAL,consulting,12.0,$0,,,,,,
Gnodal,network_hosting,33.0,$2.19M,GBR,Bristol,178-180 Hotwell Road,BS8 4RP,,
PLAVEB Corporation,consulting,51.0,$0,USA,Burbank,1612 W. Olive Ave.,91506,34.1676412,-118.3227223
Design215,web,,$0,USA,Fort Lauderdale,3015 N Ocean Blvd.,33308,26.165709,-80.1007858
CxT Group,software,9.0,$0,USA,Bloomfield Hills,2415 E. Hammond Lake Dr,48302,42.605626,-83.319932
amigura,software,,$0,,,,,,
MARS media,ecommerce,10.0,$0,NLD,Amsterdam,Paalbergweg 11,1105 AG,52.2986042,4.9549211
Pro-Technologies,consulting,5.0,$0,PAK,Islamabad,94 Nazimuddin Road,44000,33.6806501,73.000806
360innovate,search,15.0,$0,,,,,,
Pigmata Media,software,5.0,$5k,PHL,Makati,1177 Chino Roces Ave. Suite 4A,1203,14.5359294,121.0211311
Design Your Dorm,web,,$0,,,,,,
Fractured Studios,software,8.0,$0,,,,,,
Advertising Solutions,search,5.0,$0,,,,,,
ParableSoft,software,3.0,$0,USA,Tampa,3323 W Cypress Street,33607,27.952334,-82.4992
pingVision,consulting,16.0,$0,USA,Boulder,4450 Arapahoe Ave Ste 100,80303,40.0146417,-105.2387032
Circlepad,network_hosting,,$0,,,,,,
Primediart,software,10.0,$0,IND,Kolkata,211/1 Canal Street,700048,22.5985389,88.40286
Acanthus Infotech,web,10.0,$0,IND,Chennai,,600044,,
Don't Blink Design,consulting,6.0,$0,USA,Santa Monica,701 Santa Monica Blvd,90401,34.019122,-118.492268
3D Creation Lab,other,1.0,$0,GBR,"Portishead, Bristol","Kestrel Court,",BS20 7AN,,
Logomyway,other,3.0,$0,,,,,,
Woobius,enterprise,2.0,$0,,,,,,
Focus-online,ecommerce,,$0,,,,,,
Davyin Internet Solutions,web,20.0,$0,CHN,Shanghai,"Room 311, Bldg.2, No.900, North Zhongshan road,",200070,31.2366983,121.4137257
Covet Shop,ecommerce,2.0,$0,USA,New York,21 East 7th Street,10003,40.72874,-73.989324
Web Design Bangkok,ecommerce,12.0,$0,THA,Bangkok,19/57 Sukhumvit Suites,10110,,
Enhanced Automation,other,,$0,USA,Menomonee Falls,W136 N5239 Campbell Court,53051,43.113262,-88.080445
SEOhaus,advertising,12.0,$0,,,,,,
PoLR,search,5.0,$0,GBR,Glasgow,540-541 Baltic Chambers,G2 6HJ,,
HotSpot Technologies,network_hosting,3.0,$0,,,,,,
Cyber-Duck,ecommerce,23.0,$0,GBR,Elstree,12 High Street,WD6 3EP,,
ATILUS,ecommerce,4.0,$0,,,,,,
BitMethod,mobile,6.0,$50k,USA,Des Moines,418 6th Avenue,50309,41.581232,-93.621998
Adword Success,advertising,,$0,GBR,Greater London,Ilford,IG4 5DY,51.5807353,0.0499962
Synesis IT,consulting,,$0,USA,New York,43 W 33rd St,10001,40.748873,-73.987106
Above the Fold,other,6.0,$0,USA,Cambridge,678 Massachusetts Ave,02139,42.357489,-71.055591
Copybook Solutions,advertising,50.0,$0,GBR,Tiverton,100 Chapel Street,EX166BU,50.90609,-3.4810902
Ramp Up Tech,consulting,25.0,$0,USA,New York,153 West 27th Street,10001,40.746514,-73.993035
Talenthouse,web,34.0,$15.1M,USA,Palo Alto,542 High St,94301,,
FLYPEANUT Studio,web,7.0,$0,KOR,Seoul,,444-4444,37.56862,127.0263662
ActiveBox,other,12.0,$0,IDN,Bandung,Jl.Kosar 128 A Ujungberung,40619,-6.903247,107.69033
iStylista,web,3.0,$0,GBR,Surrey,,,,
Novelty Systems,consulting,0.0,$0,USA,Gainesville,,32608,29.5950852,-82.4102628
Max Q Designs,ecommerce,14.0,$0,USA,Melbourne,7007 Wickham Rd,32940,28.2265028,-80.678264
Fresh Echo Interactive,consulting,11.0,$0,USA,San Diego,1804 Garnet Avenue #455,92109,32.801402,-117.236558
Ray Websmith,web,,$0,USA,Crystal Lake,6914 Red Barn Road,60012,42.2796339,-88.3339768
Posh Eyes,ecommerce,3.0,£2k,GBR,Oxford,Westbury House,OX44 7Y/F,51.7300998,-1.2219376
Shadeland Studios,web,3.0,$0,USA,,,,,
Baobaz,advertising,60.0,$0,FRA,Paris,22 rue de Palestro,75002,48.8659957,2.351824
Equator (Scotland) Ltd,ecommerce,,$0,GBR,Glasgow,144 Elliot Street,G3 8EX,,
Five Online Web Solutions,advertising,,$0,IND,Mumbai,"8, shiv shankar bhuvan",400025,,
Pure Glow Media,ecommerce,3.0,$0,GBR,Bournemouth,Bourne Hall,BH2 6BW,,
Scopial,ecommerce,5.0,$0,,,,,,
Multiso Multimedia Solutions,games_video,1.0,$0,SVN,Celje,Oblakova 7,3000,46.2347396,15.2591055
Steppy Frog Design Studio,ecommerce,50.0,$0,IND,Chennai,"No:T-53, T-Block, 9th Street",600040,13.1115592,80.226749
DoNanza,web,10.0,$1M,ISR,Tel Aviv,Gruzenberg Str.,67448,,
Santhos,public_relations,2.0,$0,,,,,,
web design companies,software,,$0,,,,,,
iBizLog,ecommerce,5.0,$0,USA,Las Vegas,PO Box 29502 #17945,89126,36.0122687,-115.4977708
M4K1,web,,$0,,,,,,
Personal,mobile,,$21.1M,USA,Washington,1010 Wisconsin Ave. NW,20007,,
Waveative,consulting,3.0,$0,USA,Houston,,77024,29.7726138,-95.514493
PromoteWare,web,,$0,USA,,,,,
Rockstar Memoirs,public_relations,30.0,$0,AUS,North Sydney,Studio 201,2060,,
Chicago Designz,ecommerce,3.0,$0,,,,,,
Omikrosys,software,51.0,$0,,,,,,
Gotham,advertising,,$0,AUS,Sydney,Suite 704,2000,,
Hurrah,ecommerce,3.0,$0,,,,,,
Mobile Interactive Group,mobile,120.0,$0,GBR,London,The Tower Building,SE1 7NW,,
Coskata,cleantech,,$86.2M,USA,Warrenville,"4575 Weaver Parkway, Suite 100",60555,41.8035954,-88.159371
SpringSoft,software,400.0,$0,USA,San Jose,"2025 Gateway Place, Suite 400",95110,37.37027,-121.924053
The Graphic Design School,other,8.0,$0,USA,LOS ANGELES,8605 Santa Monica Blvd #21950,90069,34.0878254,-118.3794929
New Toy,games_video,,$0,GBR,London,The Tower Building,SE1 7NX,,
MentorMate,software,216.0,$0,USA,Minneapolis,3036 Hennepin Avenue,55408,44.948786,-93.161038
Cogzidel Technologies,software,70.0,$0,IND,Chennai,"54, Vellalar Street,",600116,,
Collective Core,other,1.0,$0,USA,Smyrna,P.O. Box 813096,30081,33.8837,-84.5144
Design Chemical,ecommerce,2.0,$0,THA,Bangkok,582/64 Soi Yu Charoen 7,10310,13.764605,100.5642201
Catalyst Advertising,advertising,2.0,$0,USA,Columbia,"4611 Hardscrabble Road, Suite 109 PMB 331",29229,,
Top Rated Website Designers,ecommerce,40.0,$0,USA,Carlsbad,,92008,33.1412124,-117.3205123
United On-Line,advertising,20.0,$0,GRC,"Galatsi, Attiki",61 Protopapadaki,11147,38.0088251,23.759331
ITERNOVA,consulting,,$0,ESP,Teruel,Plaza Goya 4 bajos,44001,40.3401332,-1.1059614
Atlantic BT,web,30.0,$0,USA,Raleigh,8015 Creedmoor Rd. Ste. 101,27613,35.8969064,-78.6806784
Treehouse,education,55.0,$19.4M,USA,Orlando,,,,
