name,category_code,number_of_employees,total_money_raised,country_code,city,address,zip_code,latitude,longitude
Plugola,games_video,2.0,$0,USA,Chicago,1414 N. Noble St.,60642,41.907542,-87.66299
World On-Demand,games_video,45.0,$0,JPN,"Shinagawa-ku, Tokyo","Saishou Bldg 10F,",ã€’140-0031,,
TubeSpree,games_video,11.0,$0,USA,San Francisco,601 Van Ness Ave,94102-3200,37.781386,-122.421406
PlayerAuctions,games_video,30.0,$0,USA,Los Angeles,,,34.052187,-118.243425
ZOOZ Mobile,games_video,5.0,$0,USA,Atlanta,75 Fifth Street NW.,30308,33.961646,-84.368975
One True Media,games_video,,$14M,USA,Redwood City,955 - A Charter Street,94063,37.485824,-122.212095
Machinima,games_video,,$49.6M,USA,West Hollywood,8441 Santa Monica Blvd,90069,34.0906409,-118.3740745
FamilyCam Limited,games_video,5.0,$0,GBR,Cambridge,The Old Granary,CB24 3AR,,
pickrset,games_video,1.0,$100k,USA,San Clemente,638 Camino De Los Mares,92673,33.4590557,-117.6513647
Make'n Movies,games_video,1.0,$0,,,,,,
MovieFlix,games_video,2.0,$0,USA,Los Angeles,8108 W 4th St.,90048,34.070146,-118.365526
Backstage Technologies,games_video,17.0,$0,CAN,"Victoria, BC",626A Fisgard Street,V8W 1R6,48.429856,-123.3558507
Listal,games_video,1.0,$0,,,,,,
KIXEYE,games_video,,$19M,USA,San Francisco,333 Bush Street,94104,,
Miniclip,games_video,140.0,$0,CHE,,,2000,,
Fingertime,games_video,,$0,GBR,Bournemouth,Fingertime Ltd,BH6 5BQ,,
Fusionet24,games_video,51.0,$0,GBR,Castleford,Fusionet24,wf101tr,,
Xendex Holding,games_video,,$5.8M,AUT,Vienna,Mariahilfer Strasse 116/3,1070,,
InnovSoft Consulting Limited,games_video,7.0,$0,CAN,Laval,3860 Notre Dame,H7V 1S1,45.5411602,-73.7481222
Zepol,games_video,,$0,USA,Edina,7455 France Avenue South,55435,44.8672747,-93.3287493
Pilotlite,games_video,5.0,$0,USA,New York,81 Worth Street,10013,40.7166822,-74.005398
Wizzgo,games_video,11.0,$2.5M,FRA,Paris,,,,
Offbeat Creations,games_video,,$0,USA,Bellevue,10500 NE 8th Street,98004,,
MP3WhiteLabel,games_video,2.0,$0,,,,,,
Kompoz,games_video,2.0,$0,USA,Miami,13015 SW 89 PLACE #119,33176,25.6482589,-80.3399908
Double D Pools,games_video,2.0,$0,,,,,,
Away,games_video,5.0,$0,GRC,Athens,Kerasountos 6,11528,37.9815443,23.7569904
TeenHollywood,games_video,3.0,$0,CAN,Calgary,104-1240 Kensington Rd NW,T2N 4X7,51.052508,-114.0916328
CheatCodes,games_video,,$0,USA,Maple Valley,,98038,47.3661111,-122.0447222
MadWaves,games_video,8.0,$0,FRA,Sophia Antipolis,1 Traverse des Brucs,06560,43.6273729,7.0524451
BeatPick,games_video,,$0,GBR,London,,,51.5001524,-0.1262362
Book a Lesson,games_video,2.0,$0,USA,Minneapolis,4305 Mackey Ave,55424,44.923088,-93.34806
Masstech Group,games_video,,$0,CAN,Richmond Hill,2 East Beaver Creek,L4B 2N3,,
Mix2r,games_video,,$0,,,,,,
MixMatchMusic,games_video,12.0,$0,USA,Burlingame,1325 Howard Avenue,94010,37.5768841,-122.3462137
Valu Valu,games_video,3.0,$0,USA,Seattle,24 Roy St,98109,47.6254784,-122.3564234
learnpipe,games_video,5.0,$0,IRL,Cork,"B6, Rochestown Business Centre",,,
Knockout Bids,games_video,3.0,$0,AUS,,,,,
Elovix,games_video,2.0,$0,,,,,,
VIDDIX,games_video,5.0,€100k,NLD,Utrecht,Padualaan 8,3584CH,52.0848526,5.1682449
Gemzies,games_video,3.0,$0,NLD,Amsterdam,Anthony Fokkerweg 21,1059 CN,52.342938,4.8419083
Southern California Public Radio,games_video,1000.0,$0,USA,Pasadena,1570 East Colorado Boulevard,91106-2003,,
Geocade,games_video,,$0,USA,Cambridge,One Broadway,02142,42.362856,-71.083762
Build-A-Bear Workshop,games_video,,$0,USA,Saint Louis,1954 Innerbelt Business Center Drive,63114,,
Donogo,games_video,0.0,$0,,,,,,
ScienceHack,games_video,1.0,$0,,,,,,
iViioo,games_video,10.0,$0,USA,,,94539,37.5340363,-121.9131761
SongSeek,games_video,3.0,$0,,,,,,
Optimate Networks,games_video,7.0,$0,USA,San Francisco,"451 Montgomery St, 3rd Fl",94104,,
Twones,games_video,6.0,$500k,NLD,Amsterdam,Vijzelstraat 68-72,1017HL,52.3630898,4.8920901
Tengaged,games_video,1.0,$15k,ESP,Barcelona,C/Pedrell,08032,41.4241228,2.1634249
DanceShowoff,games_video,,$0,USA,Irvine,,,33.671428,-117.791423
GoGo Lingo,games_video,,$0,USA,Los Angeles,,,34.052187,-118.243425
Know Your Venue,games_video,2.0,$0,USA,Tampa,,,27.98141,-82.451141
Gawkk,games_video,3.0,$0,USA,New York,258 W. 71 Street,10023,40.778635,-73.984438
artaculous,games_video,2.0,$10k,GBR,Milton Keynes,76 High Street,MK16 8AQ,52.13244,-0.779005
iKultur,games_video,4.0,$0,,,,,,
bopaboo,games_video,10.0,$0,,,,,,
FilmSuggest,games_video,2.0,$0,USA,Oakland,360 22nd Street,94612,37.81098,-122.265978
Sky Italia,games_video,,$0,ITA,Rome,via Salaria 1021,00138,,
Oberon Media,games_video,,$36M,USA,New York,100 Broadway,10005,,
WidgetCircles,games_video,2.0,$0,,,,,,
Indee,games_video,3.0,$0,USA,San Francisco,1750 Montgomery St,94133,37.8053241,-122.4052761
Creative Artists Agency,games_video,,$0,USA,Los Angeles,2000 Avenue of the Stars,90067,34.0586832,-118.4158174
Communiversity,games_video,3.0,$0,USA,,,,,
Why Hasn't He?,games_video,0.0,$0,USA,New York City,601 W. 57th Street,10019,40.7703479,-73.9914834
GREE,games_video,700.0,¥464M,JPN,Tokyo,"Roppongi-Hills Mori Tower, 6-10-1, Roppongi",106-0032,,
RGB Networks,games_video,125.0,$52M,USA,Sunnyvale,390 West Java Drive,94089,37.4123706,-122.0216271
MyOtherDrive,games_video,5.0,$1M,USA,Dayton,130 W 2nd Street,45402,39.7605421,-84.1949463
Did it Leak,games_video,7.0,$0,CAN,Vancouver,598 Smithe,,49.27964,-123.1204046
Fliiby,games_video,3.0,$100k,USA,Wilmington,,,,
GlassBox,games_video,,$6.21M,CAN,"Mississauga, ON",2196 Dunwin Drive,L5L 1C7,43.5351549,-79.6735074
Robotgalaxy,games_video,,$12M,USA,New York,"41 Union Square West,",10003,40.737216,-73.990947
Fotohoo,games_video,2.0,$0,USA,New York,,,40.756054,-73.986951
Mobitween,games_video,,$0,FRA,Reuil-Malmaison,"11, rue du Docteur Guionis",92500,48.8836859,2.181018
Technicolor,games_video,,$0,USA,Hollywood,6040 Sunset Blvd.,90028,,
Drum Channel,games_video,15.0,$0,USA,Oxnard,900 Del Norte Blvd,93030,34.210099,-119.12636
Box Office Mojo,games_video,,$0,USA,,,,,
Remixin,games_video,2.0,$0,USA,Beverly Hills,8601 Wilshire Blvd Suite 501,90211,34.066118,-118.378606
Koblo,games_video,4.0,$0,DNK,Hasselager,,,56.1042597,10.087173
RealityWanted,games_video,5.0,$0,USA,Manhattan Beach,1601 N Sepulveda Blvd. Ste#360,90266,33.889965,-118.396254
PIKAGame,games_video,4.0,$0,,,,,,
Jobvue,games_video,1.0,$0,USA,Copley,4143 Westbourne Blvd,44321,41.1208235,-81.6643523
DBL LLC,games_video,8.0,$0,USA,Spartanburg,10 Reeves Court,29301,34.964436,-81.968024
Babelio,games_video,5.0,$0,,,,,,
Hunchers,games_video,4.0,$0,,,,,,
Twiturm,games_video,4.0,$0,USA,Tampa,,,,
Socialbomb,games_video,6.0,$240k,USA,New York,30 E 23rd St,10010,,
Vibeex,games_video,1.0,$0,FRA,Paris,,,48.8566667,2.3509871
spillnett,games_video,1.0,$0,NOR,BodÃ¸,PB 16,8000,,
Tudou,games_video,,$126M,CHN,,,,,
CareerPlayer,games_video,5.0,$0,GBR,London,,,51.5001524,-0.1262362
Sports Reference,games_video,4.0,$0,USA,Philadelphia,6757 Greene St,19119,40.0450165,-75.19373
RazeTheWorld,games_video,6.0,$0,,,,,,
G10 Entertainment,games_video,,$38M,,,,,,
Wazoo Sports,games_video,,$2M,USA,London,P.O. Box 3289,40743,37.1286,-84.0834
Kramaley Games,games_video,5.0,$0,GBR,London,12A Eccleston Street,SW1W 9LT,51.4944999,-0.1479318
Kuma Reality Games,games_video,60.0,$0,,,,,,
CreationFlow,games_video,4.0,$150k,ARG,Ciudad de Buenos Aires,Vera 15 3-B,1414,-34.6028583,-58.4339539
Playlogic,games_video,,$19.3M,NLD,Amsterdam,Playlogic International N.V. World Trade Centre,1077,,
Digiprof,games_video,1.0,$0,FRA,Chirens,228 Route des Jolis,38850,45.4092403,5.5511813
ggplaylist,games_video,,$0,,,,,,
mysoogal,games_video,1.0,$0,ARA,none,none,unlisted,,
Movie Sumo,games_video,2.0,$0,,,,,,
Heyzap,games_video,,$7.97M,USA,San Francisco,"3rd Floor, 251 Kearny Street",94108,37.7905538,-122.4041485
Brash Entertainment,games_video,,$400M,,,,,,
Filmed Media,games_video,10.0,$0,GBR,London,58 Salusbury Road,NW6 6NP,51.5359008,-0.2055081
AudioCrunch,games_video,2.0,$0,,,,,,
Shanghai Media Group,games_video,,$12M,,,,,,
Mobile Digital Media,games_video,,$2M,,,,,,
Spoonfed,games_video,16.0,£477k,GBR,London,Studio 16,N1 3LY,51.7577453,-1.2186724
Entropy Computational Services,games_video,5.0,$0,ESP,Madrid,"C/ Madrid 10, 2-B",28901,40.4380872,-3.6760635
Vidium,games_video,7.0,$0,ESP,Getafe,Madrid 102 4ÂºB,28902,,
id Software,games_video,,$0,USA,Richardson,1500 North Greenville Avenue,75081,,
Blognawa,games_video,,$0,,,,,,
Total Music Group,games_video,,$0,,,,,,
Mappdev,games_video,1.0,$0,,,,,,
Telia Musik,games_video,,$0,,,,,,
Kerchoonz,games_video,,$0,GBR,"Broughty Ferry, Dundee","Spalding House,",DD5 1AJ,,
Total Pop Star,games_video,,$0,USA,Beverly Hills,"468 North Camden Drive,",90210,34.0698912,-118.405325
Dilettante Music,games_video,,$0,GBR,London,Suite 5,W1U 7LS,,
Musebin,games_video,,$0,,,,,,
Moshable,games_video,,$0,,,,,,
Songness,games_video,,$0,USA,Shelbyville,112 Public Square East,37160,35.4826936,-86.4600396
Get Closer,games_video,,$0,GBR,London,Film House 142 Wardour Street,W1F 8LN,,
MusicMakesFriends,games_video,,$0,,,,,,
Simple Lifeforms,games_video,10.0,$140k,IRL,Dublin,Guinness Enterprise Centre,Dublin 8,,
Konami Digital Entertainment,games_video,,$0,,,,,,
Mobigame,games_video,10.0,$0,,,,,,
GAMEVIL,games_video,,$80M,KOR,Seoul,4th FL. Samsung IT Valley 197-5,152-848,,
Chillingo,games_video,,$0,GBR,Macclesfield,Beechfield House,SK11 0LP,,
TransGaming,games_video,80.0,$500k,,,,,,
D2C Games,games_video,,$7.5M,USA,San Mateo,1810 Gateway Drive,94404,,
Gogogic,games_video,22.0,$0,ISL,ReykjavÃ­k,Laugavegi 182,105,,
Fight Launch,games_video,5.0,$0,USA,Columbus,1275 Kinnear Road,43212,,
SAMP2,games_video,10.0,$0,NLD,Bilthoven,van Goijenlaan 45,3723GN,52.1424695,5.2092075
Video-Alerts,games_video,1.0,$0,,,,,,
Cinelan,games_video,,$0,USA,New York,"407 Broome Street,",10013,40.720699,-73.998107
Independent Comedy Network,games_video,,$0,USA,Santa Monica,1323-A Third Street Promenade,90401,34.0163969,-118.4969939
NetStreams,games_video,,$18.2M,USA,Austin,3600 W. Parmer Lane,78727,30.424305,-97.709981
C3L3B Digital,games_video,,$3M,USA,Calabasas,5016 Parkway Calabasas,91302,34.1549426,-118.6545471
Gamestop,games_video,,$0,USA,Grapevine,625 Westport Parkway,76051,,
Sabi,games_video,5.0,$0,USA,Kirkland,10827 NE 68th Street,98033,47.6667342,-122.1958685
Comixology,games_video,,$3.47M,USA,New York,159 West 25th Street 9th floor,10010-4436,40.740512,-73.987794
Aurora Feint,games_video,,$7.66M,USA,Burlingame,330 Primrose Road,94010,,
Ohai,games_video,,$6M,,,,,,
LoomTV,games_video,10.0,$0,DEU,Neuss,Michaelstr. 6,41460,51.1977634,6.6906699
Dog Files,games_video,3.0,$0,USA,Cranford,,07016,40.6569929,-74.3059546
SocialRoster,games_video,5.0,$0,USA,Baltimore,,21202,39.2949894,-76.6094997
StuVu,games_video,,$0,,,,,,
Gamervision,games_video,,$10M,USA,Doylestown,4030 Skyron Drive,18902,40.3321202,-75.1184485
C9 Media,games_video,,$750k,,,,,,
Openviv,games_video,3.0,$0,,,,,,
i-Jet Media,games_video,150.0,$0,USA,Sunnyvale,440 N Wolfe Rd,94085,37.384239,-122.012475
Wisevid,games_video,10.0,$0,CAN,Toronto,,,43.670233,-79.386755
RealD,games_video,,$72M,USA,Beverly Hills,"100 North Crescent Dr.,",90210,34.067554,-118.395658
TV Games Network,games_video,,$0,,,,,,
Music For Busy People,games_video,3.0,$0,USA,New York City,Avenue C,10009,40.727763,-73.976169
Bandloop,games_video,2.0,$0,,,,,,
BroadWare Technologies,games_video,,$0,USA,Santa Clara,3333 Octavius Drive,95054,,
Natasha,games_video,,$0,JPN,Tokyo,"Shimokitazawa 2-28-7, 2F",155-0031,,
DigiDock,games_video,,$0,JPN,Tokyo,6-10-202 Sumiyosichou,162-0065,,
Bandbox,games_video,,$0,USA,,,37067,,
Shacknews,games_video,,$0,,,,,,
Tutpup,games_video,,$0,,,,,,
Selatra,games_video,,€4M,IRL,Cork,4500 Airport Business Park,,51.8717115,-8.5010032
MediaNama,games_video,,$0,IND,Delhi,20 A Rajpur Road,110054,28.682051,77.2189325
Zibutu,games_video,1.0,$0,,,,,,
whistleBox,games_video,,$2.3M,USA,Brooklyn,80 North 7th Street,11211,40.7197125,-73.9607545
Tweetube,games_video,2.0,$0,,,,,,
Tvinci,games_video,50.0,$6.1M,ISR,Tel Aviv,52 A' HaMasger st.,61574,,
MindSmack,games_video,54.0,$0,USA,New York,311 West 43rd Street,10036,40.758492,-73.989987
15secondTV,games_video,4.0,$0,GBR,Lancaster,Infolab21,LA1 4WA,,
The Scene,games_video,4.0,$0,,,,,,
Minojo,games_video,1.0,$0,,,,,,
Mugasha,games_video,,$0,USA,Portland,,,,
VLADIcast,games_video,3.0,$0,,,,,,
CollegeClickTV,games_video,,$0,USA,New York,One Penn Plaza,10119,40.7495594,-73.9916617
Nexx Studio,games_video,3.0,$315k,MYS,Subang Jaya,Empire Soho,47500,,
Fizzy Software,games_video,4.0,$0,IND,Gurgaon,304 Millennium Plaza Tower B,122002,,
InterneTV,games_video,2.0,$0,,,,,,
Frenzoo,games_video,7.0,$1M,HKG,Hong Kong,19B,00000,,
Mayomann,games_video,6.0,$0,CAN,Victoria,2352,V8R 2M9,,
KISS Intelligent Systems,games_video,,$0,,,,,,
MegaZebra,games_video,,$0,DEU,Munich,Brienner StraÃŸe 21,80333,48.1432705,11.4737468
AutomatedGamer,games_video,2.0,$0,,,,,,
Blip'd,games_video,2.0,$0,USA,Los Angeles,8391 Beverly Blvd,90048,34.0760614,-118.3729534
BASH Gaming,games_video,25.0,$1M,USA,Fremont,,94555,37.5561712,-122.0780632
Geewa,games_video,60.0,€1.5M,CZE,Prague 8,Sokolovska 84,18600,50.0938491,14.4505336
Turtle Entertainment,games_video,175.0,$0,DEU,Cologne,Siegburger Str. 189,50679,50.9272941,6.9764978
Major League Gaming,games_video,45.0,$69M,USA,New York,3 Park Avenue,10016,40.752672,-73.97593
Culture Unplugged Studios,games_video,45.0,$0,IND,Pune,"Office #2, 4th Floor, Oakwood Premier,",411036,,
MediaRich,games_video,8.0,$0,USA,San Antonio,918 S Alamo,78205,29.414897,-98.48972
Quickflix,games_video,75.0,$10M,AUS,Perth,"Level 4, 178 St Georges Terrace",6000,,
Video Ezy,games_video,,$0,,,,,,
Dodreams,games_video,6.0,€750k,FIN,,Erottajankatu 15-17,00130,60.1659819,24.9438568
SwitchGames,games_video,3.0,$0,USA,New York,200 E10th St,10013,40.7297485,-73.9867361
WheelsTV,games_video,,$0,USA,Acton,289 Great Road,01720,,
BCmoney,games_video,2.0,$0,CAN,Halifax,290 Larry Uteck blvd,B3M 0E9,,
Fliggo,games_video,2.0,$0,USA,San Francisco,,,37.775196,-122.419204
Phlook,games_video,,$0,,,,,,
Uwink,games_video,,$0,USA,Van Nuys,16106 Hart Street,91406,,
Metacast,games_video,,$0,JPN,Tokyo,"NGA Minami Aoyama Bldg. XII 4F, Aoyama 7-3-1",107-0062,,
Obsessed TV,games_video,2.0,$0,,,,,,
Visual Avenue,games_video,2.0,$0,USA,Fair Lawn,54 Kingsland Court,07410,40.9416904,-74.1260363
Tomato Picker,games_video,,$0,,,,,,
Embedr,games_video,,$0,,,,,,
M3X Media,games_video,,$10.5M,USA,West Palm Beach,,,26.72868,-80.099946
Digital Fountain,games_video,,$0,,,,,,
Crispy Gamer,games_video,,$8.25M,USA,New York,35 West 36th Street,10018,40.750597,-73.985273
Champions365,games_video,,$0,,,,,,
Scene This?,games_video,2.0,$0,,,,,,
Spadester,games_video,45.0,$0,,,,,,
Fragegg,games_video,8.0,€150k,AUT,Vienna,Daringergasse 30/1,1190,,
Unity Technologies,games_video,200.0,$17.5M,USA,San Francisco,795 Folsom,94107,55.6924605,12.530107
Sharpeffect,games_video,3.0,$0,,,,,,
Fabchannel,games_video,,$0,,,,,,
PBMCube,games_video,10.0,$0,USA,Phoenix,8111 N 19th Ave,85021,33.554943,-112.098592
VocalBuzz,games_video,3.0,$0,,,,,,
UQ Events,games_video,5.0,$0,CAN,North Vancouver,4245 Madeley Rd.,V7N 4E1,49.3484032,-123.0778974
Gamecarte,games_video,5.0,$0,,,,,,
Farbflut Entertainment,games_video,30.0,$0,DEU,Hamburg,Heimhuderstr. 72,20148,,
ImpactGames,games_video,,$250k,USA,Pittsburgh,2004 E Carson St.,15203,40.428407,-79.977337
GameSpot,games_video,,$0,SGP,,,,,
Digital Sports Ventures,games_video,9.0,$0,USA,Overland Park,10851 Mastin Blvd,66210,38.974099,-94.710676
Keyone Productions,games_video,2.0,$0,GBR,Worcester,Keyone Productions,WR4 0DJ,,
Giftologia,games_video,3.0,$0,,,,,,
WhereverTV,games_video,,$150k,USA,Pittsburgh,,15230,40.4409,-79.9963
Panfu,games_video,20.0,$0,DEU,Berlin,WinsstraÃŸe 62/63,10405,52.5283111,13.4120986
Avocado Entertainment,games_video,50.0,$1.5M,KOR,Seoul,,,,
Tharegalu,games_video,5.0,$0,,,,,,
Say Design,games_video,10.0,$0,USA,Aliso Viejo,130 Vantis,92656,33.579204,-117.7293383
AnySource Media,games_video,,$3.2M,USA,Malvern,70 E. Swedesford Road Suite 120,19355,40.054547,-75.515376
Memetales,games_video,,$100k,USA,Bellevue,,98007,,
ToonUps,games_video,10.0,$0,USA,Wayne,11 West Avenue,19087,40.046431,-75.39342
SlideMap,games_video,1.0,$0,,,,,,
Avallon Alliance,games_video,,$0,,,,,,
SCVNGR,games_video,60.0,$40.8M,USA,Boston,One Congress,021114,42.3406534,-71.0680027
Owlient,games_video,40.0,€3M,FRA,Paris,26-28 rue de ChambÃ©ry,75015,48.8308091,2.3032201
TrewCap,games_video,0.0,$18k,,,,,,
goviral,games_video,55.0,$8.82M,GBR,London,10a Belmont St,NW1 8HH,,
Arimaz,games_video,5.0,$400k,CHE,Renens,Av du 24 Janvier 11,1020,46.5389248,6.5877024
Umoo,games_video,20.0,$0,IOT,Tortola,Omar Hodge Building P.O. Box 3163,VG1110,,
OBRA Incorporated,games_video,,$0,,,,,,
Vae Victis,games_video,15.0,$0,ITA,Cesena,"via Emilia Ponente, 1667",47023,44.1480034,12.2091265
highdefnow,games_video,,$0,,,,,,
Z2Live,games_video,130.0,$6.5M,USA,Seattle,1601 2nd Ave,98101,47.6103008,-122.3399782
ZillionTV,games_video,100.0,$18.1M,USA,Sunnyvale,1170 Kifer Road,94086,37.3738725,-121.9973546
preAmped,games_video,3.0,$0,USA,Orlando,2645 Guiana Plum Drive,32828,28.518768,-81.141475
Dormtainment,games_video,,$0,,,,,,
Documentary Films Network,games_video,,$0,,,,,,
Preview Networks,games_video,26.0,$4M,DNK,Copenhagen,Njalsgade 21F,2300,55.6659813,12.5800751
RaaajChat,games_video,4.0,$0,,,,,,
SHOCAS,games_video,1.0,$0,,,,,,
Mediastroika,games_video,3.0,$0,FRA,Paris,42 rue Godefroy Cavaignac,75011,48.8557544,2.3808328
LineTeVe,games_video,5.0,$0,,,,,,
myconcertarchive,games_video,1.0,$0,,,,,,
The Escapist,games_video,30.0,$0,USA,Durham,2530 Meridian Parkway,27713,35.911733,-78.900103
Intruders TV,games_video,,$0,,,,,,
YiqYaq,games_video,2.0,$0,,,,,,
ChangYou,games_video,,$0,CHN,Beijing,"East Tower,Jing Yan Building,",100043,39.9088476,116.1832024
QPoint,games_video,,$0,USA,Redwood City,"1757 E. Bayshore Rd., #21",94063,37.48916,-122.209225
VueFliX,games_video,,$0,,,,,,
SoundClick,games_video,,$0,,,,,,
veedemus,games_video,1.0,$0,,,,,,
Tickets For The Win!,games_video,,$0,,,,,,
Swiffen,games_video,4.0,$0,GBR,London,"114, St. Martins Lane",WC2N4BE,51.5163382,-0.0828173
HBOlab,games_video,,$0,,,,,,
Music Mogul,games_video,,$0,,,,,,
Myfitbrain,games_video,,$0,USA,Glenview,940 Meadowlark Lane,60025,42.072715,-87.828089
Newgrounds,games_video,11.0,$0,,,,,,
AggreGame,games_video,,$0,,,,,,
Moogi,games_video,,$100k,USA,New York,PO Box 520,10013,40.7217861,-74.0094471
SX Entertainment,games_video,3.0,$0,,,,,,
Kongespill,games_video,1.0,$0,,,,,,
Jakun Media,games_video,4.0,$0,DEU,Berlin,SchÃ¶nhauser Allee 113,10439,53.5849353,10.1251434
Two Animators! LLP,games_video,6.0,$0,USA,Hamilton,3812 Quakerbridge Road,08619,40.2651249,-74.674281
Digitally Imported,games_video,7.0,$0,USA,Denver,3457 Ringsby Court,80216,37.447309,-122.158475
MyMusicStream,games_video,1.0,$0,,,,,,
Ffffoundtape,games_video,2.0,$0,,,,,,
Tribal Nova,games_video,,C$3M,CAN,Montreal,"4398, Boul. St-Laurent",H2W 1Z5,45.5194549,-73.5849023
Valkyrie Movie Wikia,games_video,,$0,,,,,,
We Are Hunted,games_video,,$3M,USA,,,,,
Aptocore,games_video,7.0,$0,DNK,Copenhagen,Esromgade 15,2200,55.6975098,12.5401817
ouioui,games_video,0.0,$0,,,,,,
Mancala Time,games_video,,$0,,,,,,
Silvatar Media,games_video,4.0,$0,USA,Los Angeles,1800 N. New Hampshire Ave,90027,34.1036353,-118.293316
Sloshspot,games_video,,$0,USA,San Jose,,,37.320052,-121.877636
DoodleWall,games_video,,$0,,,,,,
Total Live Music,games_video,,$0,,,,,,
Indienink,games_video,2.0,$0,USA,Fort Collins,P.O. Box 273102,80527-3102,40.5854,-105.0839
Serious Parody,games_video,,£1M,GBR,Dundee,,,56.462018,-2.970721
Bokan Technologies,games_video,15.0,$0,CHN,Beijing,"A-1107, Huasheng Yuezhang",100101,,
Gameleaper,games_video,1.0,$0,USA,Dallas,6400 Maple Ave,75235,32.8270045,-96.8432224
SqueeNet,games_video,2.0,$0,,,,,,
ReverbDesk,games_video,1.0,$0,,,,,,
Blogpuzzle,games_video,2.0,$0,,,,,,
Scoreloop,games_video,,$2.8M,DEU,Munich,Landsberger Strasse 110,80339,,
Hayen Company,games_video,1.0,$0,USA,Columbia,1825 Saint Julian Pl.,29204,34.019114,-81.004871
Play Free Online Games,games_video,,$0,,,,,,
Busca Corp,games_video,45.0,$5M,USA,La Jolla,7590 Fay Ave. Suite 506,92037,32.841791,-117.274602
3D Ace Studio,games_video,,$0,,,,,,
NaturalMotion,games_video,150.0,$0,GBR,Oxford,Eagle House,OX2 6ED,,
BIT TV,games_video,10.0,$0,USA,Portland,4701 se 24th st.,97202,45.488419,-122.642156
MovieAB,games_video,1.0,$0,,,,,,
Aspiro,games_video,115.0,$0,SWE,Malmo,Grabrodersgatan 2,SE-21121,,
Campus Jerk,games_video,10.0,$0,,,,,,
Open Studio,games_video,,$0,,,,,,
NewAuto Video Technology,games_video,500.0,$50M,CHN,Hubei,"1501#  2 Entrance Phoenix A Building, 312 Zhongshan Road",300000,,
Mind Taffy Design,games_video,5.0,$0,USA,Santa Barbara,3121 Avena,93436,34.6960023,-120.3934165
WonderHill,games_video,,$7M,,,,,,
MAYN Interactive,games_video,,$0,,,,,,
Linekong,games_video,600.0,$40M,CHN,"Haidian, beijing","Floor10/11, Capital Development Tower",,,
My Text Secret,games_video,2.0,$0,,,,,,
TeeVhe,games_video,,$0,,,,,,
Boolabus,games_video,3.0,$0,,,,,,
BigPark,games_video,,$0,,,,,,
MP3 Obsession,games_video,6.0,$0,,,,,,
Owngig,games_video,8.0,$0,GBR,London,1&2 Barley Shotts,W10 5YG,39.39615,22.76303
PlayScape,games_video,30.0,$15.4M,,,,,,
Omneon,games_video,,$0,USA,Sunnyvale,1237 E. Arques Ave.,94085,,
Hebali,games_video,15.0,$0,,,,,,
"Dance Channel TV, Inc",games_video,5.0,$0,USA,North Hollywood,,91601,34.1658804,-118.3637264
StreamTheWorld,games_video,65.0,$0,CAN,MontrÃ©al,"1440 Ste-Catherine W., Suite 1200",H3G 1R8,45.4961227,-73.5767499
Playfire,games_video,,$2.1M,,,,,,
Thumbslap,games_video,1.0,$0,,,,,,
CinemaKi,games_video,6.0,$0,ARG,,,,,
Playdom,games_video,,$76M,USA,Palo Alto,395 Page Mill Road,94306,37.393536,-122.076747
Flixxy,games_video,,$0,USA,Clearwater,609 North Osceola Avenue,33755,27.972364,-82.800333
Carbonon Tech,games_video,15.0,$0,,,,,,
OOiZiT,games_video,12.0,$0,GBR,Nottingham,Park Lane Business Centre,NG60DW,,
FanBridge,games_video,,$2.35M,USA,New York,150 West 25th Street,10001,,
Lightning Gaming,games_video,,$4M,USA,Boothwyn,106 Chelsea Parkway,19061,39.8728373,-75.4784988
Virgin Play,games_video,,$3.86M,ESP,Madrid,"Paseo de la Castellana, 9-11",28046,40.4273082,-3.6895115
Fail Dogs,games_video,,$0,,,,,,
PSR Productions,games_video,250.0,$0,,,,,,
Saavn,games_video,25.0,$6M,USA,New York,,10016,40.743877,-73.98618
[212]Media,games_video,75.0,$0,USA,New York,72 Madison Avenue,,40.743877,-73.98618
Velvet View,games_video,,$0,USA,Bay Area,,,,
Scratchix,games_video,1.0,$0,,,,,,
Play Diplomacy Online,games_video,1.0,$0,MLT,Mellieha,Tas-Sellum Residence 612,MLH,,
Awesomeless,games_video,4.0,$0,,,,,,
Yoostar,games_video,40.0,$0,USA,New York,,,40.756054,-73.986951
Ecast,games_video,,$30.3M,USA,San Francisco,"49 Geary Street, Mezzanine",94108,,
2 Minutes,games_video,105.0,$1.66M,FRA,Paris,9 rue biscornet,75012,48.8502056,2.3698033
HashCube,games_video,5.0,$0,IND,,JP Nagar Bangalore,,12.910491,77.5857168
Big Huge Games,games_video,,$0,,,,,,
Funji,games_video,,$0,USA,San Francisco,Soma,,,
Gameyola,games_video,,$0,,,,,,
Molecube,games_video,6.0,$0,CAN,Quebec,305 Bld. Charest EST,G1H 3K3,,
Undead Code Studios,games_video,5.0,$0,ESP,Madrid,,28400,40.6367104,-3.9980485
Bioware,games_video,,$0,CAN,Edmonton,"200, 4445 Calgary Trail",T6H 5R7,,
GameGround,games_video,25.0,$11.4M,USA,New York,,,40.756054,-73.986951
Blip,games_video,47.0,$27.3M,USA,New York,636 Broadway,10012,,
ekidnaworld,games_video,10.0,$0,AUS,Queensland,Fortitude Valley,4006,-27.4574861,153.033686
Popcom,games_video,,$0,,,,,,
